id,name,control_type,feature_type,inactive,make,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
989039538,Mellon Lower 2,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Lower_2.jpg,Shadyside,8,7,42003070800,2,7,4,3-13,40.45580201,-79.91548853
88935866,Mellon Park Garden Fountain,,Decorative,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Park_Garden_Fountain.jpg,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45199976,-79.91892012
828380392,Mellon Park Restroom Building,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Park_Restroom_Building.jpg,Shadyside,8,7,42003070800,2,7,4,3-13,40.45418802,-79.91570844
151651347,Mellon Park Rose Garden,,Decorative,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Park_Rose_Garden.jpg,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45192456,-79.91744963
778274645,Mellon Park Tennis Bubble,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Park_Tennis_Bubble.jpg,Shadyside,8,7,42003070800,2,7,4,3-13,40.45390907,-79.91744418
1589825937,Mellon Park Upper,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Park_Upper.jpg,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45159639,-79.91841057
1360467647,Moore Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Moore_Park.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40538486,-80.01471846
1410493433,Moore Park 2,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Moore_Park_2.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40530286,-80.01310771
880876022,Moore Park Spray,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Moore_Park_Spray.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40531399,-80.01461255
1996300019,Moore Pool,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Moore_Pool.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40558334,-80.013901
1171039548,Mt Washington Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Mt_Washington_Park.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42466926,-80.01467406
14232125,Nelson Mandela Peace Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Nelson_Mandela_Peace_Park.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.4661093,-79.94072153
838112314,Oakwood Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Oakwood_Park.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42597993,-80.06668737
226505309,Olympia Park,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Olympia_Park.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43143265,-80.01802345
1775386655,Ormsby Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Ormsby_Park.jpg,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42939602,-79.97436319
746453038,Ormsby Pool,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Ormsby_Pool.jpg,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42918966,-79.97419522
445700389,Osceola Park,Continuous,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Osceola_Park.jpg,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45666336,-79.94245805
846556651,Osceola Park Spray,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Osceola_Park_Spray.jpg,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45666336,-79.94245805
1493502577,Paul Sciullo Memorial Park 2,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Paul_Sciullo_Memorial_Park_2.jpg,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46208135,-79.95388183
346049453,Pauline Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Pauline_Park.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40485582,-80.02582543
514539756,Phillips Park Rec Center,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Phillips_Park_Rec_Center.jpg,Carrick,4,29,42003290400,3,29,3,4-23,40.39181729,-79.99093722
441243647,Phillips Playground,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Phillips_Playground.jpg,Carrick,4,29,42003290400,3,29,3,4-23,40.38808756,-79.99015981
2000631271,Ream Playground,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Ream_Playground.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43124325,-80.01335533
1372605741,Ream Pool 1,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Ream_Pool_1.jpg,Mount Washington,2,19,42003190300,5,19,3,4-27,40.4311019,-80.0133932
2044562219,Ream Pool 2,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Ream_Pool_2.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43084445,-80.01342037
455067262,Riverview Park 3,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Park_3.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48063279,-80.01762579
1701054639,Riverview Park OLEA,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Park_OLEA.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48244319,-80.02150211
997686203,Riverview Park Soccer Field,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Park_Soccer_Field.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48962541,-80.02069367
1160373356,Riverview Park Visitor Center,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Park_Visitor_Center.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48291797,-80.01835731
1398487504,Riverview Playground,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Playground.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48132376,-80.01785409
2072019800,Riverview Pool,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Riverview_Pool.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.47976737,-80.01825948
1270792159,Robert E Williams Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Robert_E_Williams_Park.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45474313,-79.95981113
455885427,Roland Lockridge Park,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Roland_Lockridge_Park.jpg,New Homestead,5,31,42003310300,3,31,4,4-20,40.3939663,-79.92075228
1948209895,Schenley Park 1,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_1.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.44059223,-79.94847739
1593496446,Schenley Park Anderson Playground,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Anderson_Playground.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43585189,-79.94745945
1775749043,Schenley Park Camp David Lawrence,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Camp_David_Lawrence.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43291098,-79.94569402
273620901,Schenley Park Oval,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Oval.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43154983,-79.94387671
630638621,Schenley Park Oval 2,Continuous,Decorative,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Oval_2.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.4324789,-79.94176659
1717855699,Schenley Park Vietnam Veterans,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Vietnam_Veterans.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43380609,-79.94404769
498826017,Schenley Park Visitor Center,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Park_Visitor_Center.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43857827,-79.94632014
1304242824,Schenley Plaza 1,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Plaza_1.jpg,North Oakland,8,4,42003040500,3,4,4,2-7,40.44223812,-79.95275146
1228146070,Schenley Plaza 2,On/Off,Drinking Fountain,f,Haws,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Plaza_2.jpg,North Oakland,8,4,42003982200,3,4,4,2-7,40.44306295,-79.9529007
993771927,Schenley Plaza 3,On/Off,Drinking Fountain,f,Haws,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Plaza_3.jpg,North Oakland,8,4,42003982200,3,4,4,2-7,40.44321673,-79.95229937
1730603077,Schenley Pool,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Schenley_Pool.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43445265,-79.94688414
26590123,Sheraden Park 2,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Sheraden_Park_2.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45852597,-80.05942293
93054226,Sheraden Pool,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Sheraden_Pool.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45720585,-80.05979889
1384214334,Southside Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Southside_Park.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-22,40.42045535,-79.98122814
1089685881,Spring Hill Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Spring_Hill_Park.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46994906,-79.99307982
925797409,Spring Hill Park 2,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Spring_Hill_Park_2.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47029188,-79.99286376
1128133166,Spring Hill Playground,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Spring_Hill_Playground.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.4703228,-79.99340119
325377980,Sullivan Field,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Sullivan_Field.jpg,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.46273172,-79.96309115
1696490957,Swisshelm Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Swisshelm_Park.jpg,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42083835,-79.90205239
376559489,Swisshelm Park Spray,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Swisshelm_Park_Spray.jpg,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42084909,-79.90191524
1145603642,Townsend Park,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Townsend_Park.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44320337,-80.04007601
898636737,Tropical Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Tropical_Park.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4223192,-80.02406129
1813019866,Tustin Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Tustin_Park.jpg,Bluff,6,1,42003010300,3,1,2,2-1,40.43674975,-79.97660906
1937977168,Valley Refuge Shelter,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Valley_Refuge_Shelter.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.47927413,-80.01553671
203657702,Vanucci Drinking,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Vanucci_Drinking.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4148284,-80.01898971
545352682,Volunteers Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Volunteers_Park.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39650123,-79.99252455
2141328002,Wabash Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Wabash_Park.jpg,West End,2,20,42003562600,5,20,6,1-17,40.43958632,-80.03413355
715977124,Wabash Park Spray,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Wabash_Park_Spray.jpg,West End,2,20,42003562600,5,20,6,1-17,40.43953435,-80.03396706
1727745662,Warrington Park,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Warrington_Park.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-5,40.42129813,-80.00116508
1720271503,Warrington Park 2,On/Off,Drinking Fountain,f,Murdock,https://tools.wprdc.org/images/pittsburgh/water_features/Warrington_Park_2.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-5,40.42148907,-80.00099167
58028748,Washington's Landing Park,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Washington's_Landing_Park.jpg,Troy Hill,1,24,42003240600,6,24,1,1-1,40.46836475,-79.97479
118454294,West End Overlook Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/West_End_Overlook_Park.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44556806,-80.03361723
1258882390,West End Park,On/Off,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/West_End_Park.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.43750082,-80.03772736
2117919694,West Penn,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/West_Penn.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45537384,-79.9696911
78567491,West Penn Field,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/West_Penn_Field.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45513832,-79.97122466
547170985,West Penn Spray,,Spray,f,,https://tools.wprdc.org/images/pittsburgh/water_features/West_Penn_Spray.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45622259,-79.9700712
1042638326,Westinghouse Lake,,Decorative,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Westinghouse_Lake.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43947893,-79.94299563
1856557830,Westwood Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Westwood_Park.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43124653,-80.05003763
1588021595,Westwood Pool 2,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Westwood_Pool_2.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43104855,-80.04985759
670382875,Wightman Park,Continuous,Drinking Fountain,f,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Wightman_Park.jpg,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44312176,-79.92676643
1535919927,Woods Run Park,On/Off,Drinking Fountain,f,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Woods_Run_Park.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47628715,-80.0293361
1125324305,Mellon Square Park 1,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Square_Park_1.jpg,Central Business District,6,2,42003020100,6,2,2,1-4,40.44071506,-79.99751855
40077078,Mellon Square Park 2,On/Off,Drinking Fountain,f,,https://tools.wprdc.org/images/pittsburgh/water_features/Mellon_Square_Park_2.png,Central Business District,6,2,42003020100,6,2,2,1-4,40.44108659,-79.9972691
717679113,3,On/Off,Decorative,,Haws,https://tools.wprdc.org/images/pittsburgh/water_features/3.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48440827,-80.04233748
937849653,Banksville Concession Stand,On/Off,Drinking Fountain,,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41445995,-80.03952821
2048899387,Paulson Spray Park,On/Off,Drinking Fountain,,Murdock,,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.46870812,-79.90113694
1334794622,Arlington Park,On/Off,Drinking Fountain,,,https://tools.wprdc.org/images/pittsburgh/water_features/Arlington_Park.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41777182,-79.97480282
585250051,6,On/Off,Drinking Fountain,,,,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44319766,-79.97408995
1872540240,7,On/Off,Drinking Fountain,,,,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44322054,-79.97329082
1996933006,Kennard Park 3,Continuous,Drinking Fountain,,,,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44335927,-79.97333389
1156717340,Kennard Park 4,,Drinking Fountain,,,,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44298229,-79.97257474
629238838,10,On/Off,Drinking Fountain,,,,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45471238,-79.9597714
530737825,11,On/Off,Drinking Fountain,,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/11.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4513634,-79.967267
1823967981,12,Continuous,Spray,,,,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.4491647,-79.9779178
1511740767,13,On/Off,Drinking Fountain,,,,Garfield,9,10,42003101700,2,10,5,3-4,40.4660596,-79.94076007
323094056,14,On/Off,Drinking Fountain,,,,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46274124,-79.94690124
472370410,15,On/Off,Drinking Fountain,,,,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46232487,-79.95345882
791139995,16,Continuous,Drinking Fountain,,,,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46231297,-79.95362361
927229572,25,On/Off,Drinking Fountain,,,,Troy Hill,1,24,42003240600,6,24,1,1-1,40.4683256,-79.97488213
1795394733,26,Continuous,Drinking Fountain,,,,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46989528,-79.99316423
1489902925,27,On/Off,Spray,,,,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47026614,-79.99352356
1015954772,28,Continuous,Drinking Fountain,,,,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47038692,-79.99286123
715312553,29,On/Off,Drinking Fountain,,,,Perry South,6,26,42003261400,1,26,1,1-23,40.47040331,-80.01090059
1144082057,30,On/Off,Drinking Fountain,,,,Manchester,6,21,42003210700,1,21,1,1-8,40.45190943,-80.02289568
4723448,Allegheny Commons Fountain,,Decorative,,,,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45580669,-80.0030034
1731416272,31,Continuous,Decorative,,,,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45195633,-79.9189196
1935324805,32,On/Off,Drinking Fountain,,,,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45167323,-79.91837109
1948213673,33,On/Off,Drinking Fountain,,,,Shadyside,8,7,42003070800,2,7,4,3-13,40.45414367,-79.91563674
568421002,34,On/Off,Drinking Fountain,,,,Shadyside,8,7,42003070800,2,7,4,3-13,40.45416827,-79.91574001
704628569,35,On/Off,Drinking Fountain,,,https://tools.wprdc.org/images/pittsburgh/water_features/35.jpg,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45255497,-79.90298979
1278883361,Homewood Park,On/Off,Drinking Fountain,,,,Homewood South,9,13,42003130300,2,13,5,3-17,40.45403962,-79.90019447
1770260511,42,On/Off,Drinking Fountain,,,https://tools.wprdc.org/images/pittsburgh/water_features/42.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38324208,-79.93138248
1234608773,Volunteers Park 2,On/Off,Drinking Fountain,,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Volunteers_Park_2.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39748848,-79.99300855
1710468654,Phillips Football Field,On/Off,Drinking Fountain,,,https://tools.wprdc.org/images/pittsburgh/water_features/Phillips_Football_Field.jpg,Carrick,4,29,42003290400,3,29,3,4-23,40.39238836,-79.9925629
1085091446,Allegheny Commons Fountain,Continuous,Decorative,,,https://tools.wprdc.org/images/pittsburgh/water_features/Allegheny_Commons_Fountain.jpg,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45573213,-80.00294935
768100943,Allegheny Commons,On/Off,Drinking Fountain,,Most Dependable,,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45569877,-80.0030589
1587597537,49,Continuous,Spray,,,https://tools.wprdc.org/images/pittsburgh/water_features/49.jpg,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42811933,-79.98602922
1743868744,Fineview Park,On/Off,Drinking Fountain,,,https://tools.wprdc.org/images/pittsburgh/water_features/Fineview_Park.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46160819,-80.0038567
1646811568,Nelson Mandela Peace Park Spray Fountain,,Spray,,,,Garfield,9,10,42003101700,2,10,5,3-4,40.46610114,-79.9406652
1127368170,Westinghouse Park,Continuous,Drinking Fountain,,Regular Fountain,https://tools.wprdc.org/images/pittsburgh/water_features/Westinghouse_Park.jpg,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45255835,-79.9029392
1861451108,Liberty Green Park,On/Off,Drinking Fountain,,Most Dependable,,East Liberty,9,11,42003111500,2,11,5,3-10,40.46262617,-79.91955374
1019085573,Wightman Park,On/Off,Drinking Fountain,,Most Dependable,https://tools.wprdc.org/images/pittsburgh/water_features/Wightman_Park.jpg,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44315327,-79.92697347
250376003,Highland Park Reservoir 2,On/Off,Drinking Fountain,,,,Highland Park,7,11,42003980100,2,11,5,3-9,40.48152592,-79.91399804
559657285,Catalano Park,On/Off,Drinking Fountain,,,,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46016826,-79.99188915
1959060128,Frankie Pace Park,On/Off,Drinking Fountain,,Murdock,,Central Business District,6,2,42003020100,6,2,2,2-4,40.44075605,-79.99332913
841644883,Frankie Pace Park 2,On/Off,Drinking Fountain,,Murdock,,Central Business District,6,2,42003020100,6,2,2,2-4,40.44067013,-79.9925996
1753196280,Mt Washington Park 2,On/Off,Drinking Fountain,,Most Dependable,,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42463309,-80.01356325
1799930767,Fowler Park 2,On/Off,Drinking Fountain,,Most Dependable,,Perry South,6,26,42003261400,1,26,1,1-12,40.46971012,-80.01262701
319032018,Buhl Community Park 1,On/Off,Spray,,,,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45200847,-80.00622852
1637335104,Buhl Community Park 2,On/Off,Drinking Fountain,,,,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45203621,-80.0058378
